Loan_ID,Borrower_Name,Loan_Amount,Outstanding_Balance,Risk_Rating,Loan_Type,Origination_Date,Maturity_Date,Interest_Rate,Current_Status,Borrower_Industry,Credit_Score,Annual_Income,LTV_Ratio,Collateral_Type,Country,State,Reporting_Date
LN004102,Borrower_4102,60077,471076,Medium,Commercial,2026-03-25,2036-03-25,14.86,Current,Manufacturing,644,301839,0.14,Inventory,Canada,MI,2035-03-25
LN004103,Borrower_4103,117782,225757,Medium,Auto,2026-03-26,2036-03-26,5.88,Default,Healthcare,386,418485,0.99,Inventory,Canada,FL,2035-03-26
LN004104,Borrower_4104,107932,69754,Medium,Commercial,2026-03-27,2036-03-27,10.8,Default,Technology,704,211549,0.99,None,Germany,TX,2035-03-27
LN004105,Borrower_4105,470122,348821,Medium,Commercial,2026-03-28,2036-03-28,3.98,Delinquent,Healthcare,544,114940,0.19,Inventory,France,FL,2035-03-28
LN004106,Borrower_4106,407744,365464,Low,Auto,2026-03-29,2036-03-29,10.02,Default,Healthcare,351,479180,0.41,Equipment,Canada,CA,2035-03-29
LN004107,Borrower_4107,492028,397053,High,Mortgage,2026-03-30,2036-03-30,14.81,Default,Manufacturing,508,71450,0.63,None,Germany,MI,2035-03-30
LN004108,Borrower_4108,448316,388405,High,Commercial,2026-03-31,2036-03-31,6.15,Delinquent,Healthcare,442,321066,0.44,Inventory,USA,PA,2035-03-31
LN004109,Borrower_4109,377013,368482,Medium,Personal,2026-04-01,2036-04-01,13.1,Default,Healthcare,845,317376,0.54,None,Canada,NC,2035-04-01
LN004110,Borrower_4110,406395,41077,High,Auto,2026-04-02,2036-04-02,14.97,Default,Manufacturing,403,79941,0.39,Inventory,Germany,NY,2035-04-02
LN004111,Borrower_4111,315925,343059,High,Commercial,2026-04-03,2036-04-03,9.86,Delinquent,Healthcare,343,331872,0.74,Real Estate,France,OH,2035-04-03
LN004112,Borrower_4112,191339,136311,High,Commercial,2026-04-04,2036-04-04,6.37,Delinquent,Manufacturing,632,162526,0.43,Inventory,UK,FL,2035-04-04
LN004113,Borrower_4113,480595,242504,Medium,Auto,2026-04-05,2036-04-05,10.92,Delinquent,Technology,546,225349,0.49,Equipment,Canada,FL,2035-04-05
LN004114,Borrower_4114,422168,480564,Medium,Personal,2026-04-06,2036-04-06,13.06,Current,Manufacturing,829,65822,0.62,Real Estate,Germany,IL,2035-04-06
LN004115,Borrower_4115,320942,292813,Low,Personal,2026-04-07,2036-04-07,4.64,Delinquent,Retail,764,40936,0.97,None,UK,MI,2035-04-07
LN004116,Borrower_4116,103696,311768,Medium,Auto,2026-04-08,2036-04-08,8.16,Default,Retail,600,193324,0.68,Inventory,France,NC,2035-04-08
LN004117,Borrower_4117,55939,338291,Low,Personal,2026-04-09,2036-04-09,6.49,Delinquent,Manufacturing,837,336335,0.19,Real Estate,Canada,CA,2035-04-09
LN004118,Borrower_4118,296660,136222,Medium,Commercial,2026-04-10,2036-04-10,6.04,Current,Healthcare,667,298004,0.39,None,Germany,OH,2035-04-10
LN004119,Borrower_4119,192598,143181,High,Personal,2026-04-11,2036-04-11,13.26,Default,Finance,505,63251,0.48,Real Estate,UK,GA,2035-04-11
LN004120,Borrower_4120,146521,231822,Low,Commercial,2026-04-12,2036-04-12,7.77,Current,Finance,656,471363,0.77,Equipment,USA,MI,2035-04-12
LN004121,Borrower_4121,55290,158088,Low,Mortgage,2026-04-13,2036-04-13,6.74,Default,Technology,630,170675,0.5,None,USA,NC,2035-04-13
LN004122,Borrower_4122,393832,144008,Low,Personal,2026-04-14,2036-04-14,10.04,Delinquent,Technology,579,175178,0.69,Equipment,Germany,NC,2035-04-14
LN004123,Borrower_4123,353805,143108,Medium,Mortgage,2026-04-15,2036-04-15,5.24,Current,Finance,741,291468,0.86,Inventory,UK,CA,2035-04-15
LN004124,Borrower_4124,340098,433452,Low,Auto,2026-04-16,2036-04-16,5.37,Delinquent,Finance,800,489440,0.19,None,USA,FL,2035-04-16
LN004125,Borrower_4125,289890,146093,Medium,Personal,2026-04-17,2036-04-17,9.0,Default,Manufacturing,733,195035,0.79,Real Estate,Canada,NY,2035-04-17
LN004126,Borrower_4126,72990,300087,Low,Commercial,2026-04-18,2036-04-18,7.62,Delinquent,Finance,499,335490,0.77,Real Estate,Germany,FL,2035-04-18
LN004127,Borrower_4127,63810,114694,Medium,Personal,2026-04-19,2036-04-19,6.19,Delinquent,Retail,499,226378,0.84,None,France,IL,2035-04-19
LN004128,Borrower_4128,123362,235456,Low,Auto,2026-04-20,2036-04-20,3.17,Default,Technology,666,479603,0.96,Real Estate,Canada,PA,2035-04-20
LN004129,Borrower_4129,481513,213079,High,Auto,2026-04-21,2036-04-21,9.01,Current,Technology,638,474701,0.38,None,Germany,CA,2035-04-21
LN004130,Borrower_4130,151295,245269,High,Commercial,2026-04-22,2036-04-22,12.71,Default,Retail,719,258141,0.49,Equipment,USA,IL,2035-04-22
LN004131,Borrower_4131,470453,444232,Low,Personal,2026-04-23,2036-04-23,13.14,Default,Technology,576,401553,0.34,Equipment,France,IL,2035-04-23
LN004132,Borrower_4132,138669,417460,Medium,Mortgage,2026-04-24,2036-04-24,5.44,Delinquent,Finance,353,373477,0.39,Equipment,Canada,FL,2035-04-24
LN004133,Borrower_4133,201749,457243,Medium,Auto,2026-04-25,2036-04-25,10.0,Default,Technology,463,420123,0.4,Equipment,UK,MI,2035-04-25
LN004134,Borrower_4134,269803,246385,Medium,Auto,2026-04-26,2036-04-26,13.2,Current,Retail,685,378504,0.88,Inventory,France,NC,2035-04-26
LN004135,Borrower_4135,91516,124351,High,Commercial,2026-04-27,2036-04-27,7.61,Default,Technology,375,204217,0.16,None,USA,OH,2035-04-27
LN004136,Borrower_4136,79567,302129,High,Personal,2026-04-28,2036-04-28,14.15,Default,Finance,721,294460,0.28,None,France,CA,2035-04-28
LN004137,Borrower_4137,282181,498192,High,Mortgage,2026-04-29,2036-04-29,13.79,Delinquent,Manufacturing,529,458440,0.65,Inventory,USA,MI,2035-04-29
LN004138,Borrower_4138,131498,395718,Medium,Personal,2026-04-30,2036-04-30,5.1,Current,Finance,605,300078,0.79,Real Estate,Germany,MI,2035-04-30
LN004139,Borrower_4139,182810,316980,Medium,Personal,2026-05-01,2036-05-01,5.74,Delinquent,Technology,416,405657,0.73,Inventory,Canada,IL,2035-05-01
LN004140,Borrower_4140,469894,362858,Medium,Mortgage,2026-05-02,2036-05-02,4.76,Delinquent,Healthcare,539,487812,0.14,Real Estate,Germany,OH,2035-05-02
LN004141,Borrower_4141,17109,4770,Low,Commercial,2026-05-03,2036-05-03,4.95,Current,Technology,805,355378,0.51,Real Estate,France,FL,2035-05-03
LN004142,Borrower_4142,289154,306009,Low,Auto,2026-05-04,2036-05-04,13.85,Current,Technology,832,369047,0.27,Equipment,Germany,IL,2035-05-04
LN004143,Borrower_4143,275931,54811,Low,Commercial,2026-05-05,2036-05-05,14.14,Default,Retail,356,26600,0.99,None,Canada,TX,2035-05-05
LN004144,Borrower_4144,244472,267145,High,Commercial,2026-05-06,2036-05-06,3.15,Current,Healthcare,328,330760,1.0,Equipment,France,FL,2035-05-06
LN004145,Borrower_4145,144544,61848,High,Personal,2026-05-07,2036-05-07,9.92,Delinquent,Retail,733,288730,0.15,Inventory,Germany,FL,2035-05-07
LN004146,Borrower_4146,251183,53635,Medium,Mortgage,2026-05-08,2036-05-08,9.55,Current,Retail,517,488304,0.7,Inventory,Germany,OH,2035-05-08
LN004147,Borrower_4147,159455,21946,Low,Auto,2026-05-09,2036-05-09,7.38,Current,Finance,845,167039,0.83,Inventory,Germany,NC,2035-05-09
LN004148,Borrower_4148,328853,460350,Medium,Personal,2026-05-10,2036-05-10,10.4,Current,Manufacturing,765,311611,0.39,Real Estate,UK,NC,2035-05-10
LN004149,Borrower_4149,468001,96852,Low,Auto,2026-05-11,2036-05-11,14.34,Delinquent,Technology,843,75694,0.72,Real Estate,France,NC,2035-05-11
LN004150,Borrower_4150,249325,354247,Low,Personal,2026-05-12,2036-05-12,4.63,Default,Healthcare,803,108249,0.27,Equipment,Canada,NY,2035-05-12
LN004151,Borrower_4151,39518,486260,Medium,Mortgage,2026-05-13,2036-05-13,4.01,Default,Technology,687,449620,0.22,Inventory,France,OH,2035-05-13
LN004152,Borrower_4152,58909,306888,Medium,Auto,2026-05-14,2036-05-14,2.92,Delinquent,Retail,841,249372,0.93,None,France,IL,2035-05-14
LN004153,Borrower_4153,285495,118729,Low,Auto,2026-05-15,2036-05-15,7.05,Default,Manufacturing,650,259913,0.68,Equipment,Germany,MI,2035-05-15
LN004154,Borrower_4154,205696,171231,Low,Commercial,2026-05-16,2036-05-16,6.72,Default,Retail,624,73147,0.84,Inventory,USA,MI,2035-05-16
LN004155,Borrower_4155,451546,490028,High,Personal,2026-05-17,2036-05-17,7.89,Delinquent,Technology,840,248168,0.58,Inventory,Germany,PA,2035-05-17
LN004156,Borrower_4156,20282,286815,Medium,Personal,2026-05-18,2036-05-18,8.79,Delinquent,Finance,695,445562,0.24,Equipment,USA,TX,2035-05-18
LN004157,Borrower_4157,483082,148522,Medium,Personal,2026-05-19,2036-05-19,11.97,Default,Technology,378,411698,0.44,Real Estate,UK,CA,2035-05-19
LN004158,Borrower_4158,244017,409124,Medium,Commercial,2026-05-20,2036-05-20,7.4,Current,Retail,782,422886,0.89,Inventory,UK,GA,2035-05-20
LN004159,Borrower_4159,419994,451491,Medium,Commercial,2026-05-21,2036-05-21,6.63,Default,Healthcare,608,179192,0.11,Equipment,USA,MI,2035-05-21
LN004160,Borrower_4160,422480,438574,Low,Auto,2026-05-22,2036-05-22,12.84,Current,Healthcare,718,235005,0.29,Inventory,Germany,NC,2035-05-22
LN004161,Borrower_4161,457891,443263,High,Personal,2026-05-23,2036-05-23,13.12,Delinquent,Healthcare,534,64108,0.33,Real Estate,Germany,IL,2035-05-23
LN004162,Borrower_4162,272219,429734,Medium,Personal,2026-05-24,2036-05-24,5.41,Current,Healthcare,735,321697,0.34,Equipment,France,NC,2035-05-24
LN004163,Borrower_4163,474164,320957,Low,Auto,2026-05-25,2036-05-25,6.43,Current,Healthcare,736,37041,0.19,Real Estate,France,TX,2035-05-25
LN004164,Borrower_4164,184526,97748,Low,Auto,2026-05-26,2036-05-26,12.81,Current,Manufacturing,445,342983,0.86,Inventory,UK,OH,2035-05-26
LN004165,Borrower_4165,33365,240292,Low,Auto,2026-05-27,2036-05-27,3.49,Delinquent,Manufacturing,465,254489,0.24,None,France,CA,2035-05-27
LN004166,Borrower_4166,470982,401022,Low,Mortgage,2026-05-28,2036-05-28,6.57,Default,Finance,465,40148,0.85,Real Estate,France,IL,2035-05-28
LN004167,Borrower_4167,446416,105733,Low,Mortgage,2026-05-29,2036-05-29,8.1,Default,Healthcare,694,175783,0.42,None,France,FL,2035-05-29
LN004168,Borrower_4168,278146,435107,Medium,Auto,2026-05-30,2036-05-30,4.84,Current,Retail,552,214259,0.51,Inventory,UK,IL,2035-05-30
LN004169,Borrower_4169,281091,127865,Medium,Commercial,2026-05-31,2036-05-31,4.75,Default,Retail,708,98984,0.52,Inventory,France,NC,2035-05-31
LN004170,Borrower_4170,215294,346695,High,Commercial,2026-06-01,2036-06-01,7.81,Delinquent,Technology,745,388844,0.74,Inventory,USA,IL,2035-06-01
LN004171,Borrower_4171,361984,392479,Medium,Personal,2026-06-02,2036-06-02,11.93,Delinquent,Healthcare,346,422291,0.76,Equipment,Canada,NY,2035-06-02
LN004172,Borrower_4172,121219,302364,Low,Mortgage,2026-06-03,2036-06-03,13.0,Delinquent,Retail,394,416948,0.68,Real Estate,Canada,NC,2035-06-03
LN004173,Borrower_4173,345754,280302,High,Mortgage,2026-06-04,2036-06-04,14.74,Delinquent,Finance,788,337275,0.8,Real Estate,France,MI,2035-06-04
LN004174,Borrower_4174,319286,344136,Low,Auto,2026-06-05,2036-06-05,3.42,Default,Retail,562,467019,0.11,Equipment,France,CA,2035-06-05
LN004175,Borrower_4175,61307,421804,Low,Auto,2026-06-06,2036-06-06,5.21,Current,Finance,732,181851,0.55,Equipment,France,GA,2035-06-06
LN004176,Borrower_4176,140565,63576,Medium,Auto,2026-06-07,2036-06-07,11.96,Current,Healthcare,542,388454,0.57,Real Estate,USA,FL,2035-06-07
LN004177,Borrower_4177,260095,351171,Low,Auto,2026-06-08,2036-06-08,9.26,Current,Technology,632,468760,0.32,Inventory,UK,MI,2035-06-08
LN004178,Borrower_4178,317229,156260,Medium,Auto,2026-06-09,2036-06-09,6.6,Delinquent,Technology,407,50110,0.6,Real Estate,Canada,NC,2035-06-09
LN004179,Borrower_4179,39228,224687,Low,Commercial,2026-06-10,2036-06-10,5.07,Default,Manufacturing,620,307604,0.52,Inventory,Germany,TX,2035-06-10
LN004180,Borrower_4180,215748,321974,High,Commercial,2026-06-11,2036-06-11,6.01,Default,Healthcare,773,133277,0.52,None,France,IL,2035-06-11
LN004181,Borrower_4181,450091,136091,Low,Auto,2026-06-12,2036-06-12,7.87,Default,Retail,571,291318,0.21,None,Germany,NY,2035-06-12
LN004182,Borrower_4182,429871,13419,Medium,Commercial,2026-06-13,2036-06-13,4.71,Default,Technology,772,227244,0.49,Inventory,USA,PA,2035-06-13
LN004183,Borrower_4183,48472,34697,Low,Auto,2026-06-14,2036-06-14,14.55,Default,Finance,766,99916,0.79,Real Estate,UK,MI,2035-06-14
LN004184,Borrower_4184,316581,348076,Medium,Auto,2026-06-15,2036-06-15,3.84,Default,Finance,703,116257,0.47,Equipment,Germany,FL,2035-06-15
LN004185,Borrower_4185,447632,382856,Medium,Mortgage,2026-06-16,2036-06-16,14.82,Current,Retail,523,221889,0.54,Equipment,France,NY,2035-06-16
LN004186,Borrower_4186,326855,498784,High,Commercial,2026-06-17,2036-06-17,13.02,Delinquent,Retail,411,70372,0.97,None,France,NC,2035-06-17
LN004187,Borrower_4187,142888,96428,Medium,Commercial,2026-06-18,2036-06-18,7.79,Current,Healthcare,754,372961,0.88,Inventory,USA,NC,2035-06-18
LN004188,Borrower_4188,82175,140045,High,Mortgage,2026-06-19,2036-06-19,11.75,Default,Retail,587,212317,0.94,Real Estate,France,MI,2035-06-19
LN004189,Borrower_4189,69307,240073,High,Commercial,2026-06-20,2036-06-20,10.89,Delinquent,Retail,752,415822,0.17,None,Germany,PA,2035-06-20
LN004190,Borrower_4190,313877,87649,Low,Mortgage,2026-06-21,2036-06-21,5.17,Delinquent,Retail,640,177921,0.66,Real Estate,UK,NC,2035-06-21
LN004191,Borrower_4191,395346,385793,High,Personal,2026-06-22,2036-06-22,6.74,Delinquent,Technology,457,324129,0.3,Equipment,France,MI,2035-06-22
LN004192,Borrower_4192,100028,274280,Medium,Commercial,2026-06-23,2036-06-23,8.91,Delinquent,Healthcare,485,252659,0.46,Real Estate,France,CA,2035-06-23
LN004193,Borrower_4193,147312,347883,Medium,Auto,2026-06-24,2036-06-24,10.47,Default,Retail,328,275943,0.71,Equipment,Germany,PA,2035-06-24
LN004194,Borrower_4194,496450,325646,High,Mortgage,2026-06-25,2036-06-25,9.29,Default,Retail,707,273654,0.62,Inventory,UK,CA,2035-06-25
LN004195,Borrower_4195,97493,163357,Low,Auto,2026-06-26,2036-06-26,8.41,Delinquent,Finance,326,316228,0.56,None,Germany,PA,2035-06-26
LN004196,Borrower_4196,130149,286183,High,Auto,2026-06-27,2036-06-27,8.04,Default,Technology,832,318063,0.83,Real Estate,USA,PA,2035-06-27
LN004197,Borrower_4197,234416,329864,High,Commercial,2026-06-28,2036-06-28,8.73,Delinquent,Retail,391,380566,0.71,Real Estate,France,NC,2035-06-28
LN004198,Borrower_4198,207435,124168,Medium,Mortgage,2026-06-29,2036-06-29,7.93,Default,Technology,471,221301,0.84,Equipment,Canada,OH,2035-06-29
LN004199,Borrower_4199,168834,89263,Low,Personal,2026-06-30,2036-06-30,9.27,Delinquent,Healthcare,413,472414,0.94,None,USA,NY,2035-06-30
LN004200,Borrower_4200,275403,60155,Low,Auto,2026-07-01,2036-07-01,13.6,Default,Healthcare,397,493655,0.74,Inventory,Canada,NY,2035-07-01
LN004201,Borrower_4201,186211,17911,Low,Auto,2026-07-02,2036-07-02,10.41,Current,Manufacturing,554,412109,0.46,Inventory,Germany,NY,2035-07-02
LN004202,Borrower_4202,395919,1916,Low,Personal,2026-07-03,2036-07-03,11.53,Current,Finance,321,387166,0.29,None,Canada,IL,2035-07-03
LN004203,Borrower_4203,281993,322196,Medium,Mortgage,2026-07-04,2036-07-04,9.97,Default,Manufacturing,420,425511,0.34,Equipment,UK,NY,2035-07-04
LN004204,Borrower_4204,348912,463326,Low,Commercial,2026-07-05,2036-07-05,10.54,Default,Technology,510,412886,0.46,Inventory,France,TX,2035-07-05
LN004205,Borrower_4205,373252,233695,Low,Auto,2026-07-06,2036-07-06,9.73,Current,Finance,685,185748,0.77,Real Estate,UK,NY,2035-07-06
LN004206,Borrower_4206,356853,280934,Low,Commercial,2026-07-07,2036-07-07,2.84,Default,Retail,583,237077,0.14,Real Estate,UK,OH,2035-07-07
LN004207,Borrower_4207,322013,477377,Medium,Mortgage,2026-07-08,2036-07-08,14.99,Delinquent,Finance,352,118730,0.83,Equipment,Germany,MI,2035-07-08
LN004208,Borrower_4208,394032,399422,Medium,Personal,2026-07-09,2036-07-09,2.92,Default,Finance,760,227449,0.78,Inventory,UK,FL,2035-07-09
LN004209,Borrower_4209,68095,122937,Low,Commercial,2026-07-10,2036-07-10,7.44,Default,Healthcare,607,91271,0.55,None,Canada,GA,2035-07-10
LN004210,Borrower_4210,122886,86053,Medium,Mortgage,2026-07-11,2036-07-11,3.81,Current,Manufacturing,632,46902,0.46,Inventory,USA,MI,2035-07-11
LN004211,Borrower_4211,338054,313094,High,Commercial,2026-07-12,2036-07-12,3.71,Current,Healthcare,512,199087,0.2,Real Estate,USA,OH,2035-07-12
LN004212,Borrower_4212,484926,379355,Low,Commercial,2026-07-13,2036-07-13,12.42,Default,Healthcare,835,264564,0.36,Equipment,USA,GA,2035-07-13
LN004213,Borrower_4213,290711,319505,Medium,Auto,2026-07-14,2036-07-14,7.82,Delinquent,Manufacturing,489,353561,0.2,None,Canada,NC,2035-07-14
LN004214,Borrower_4214,40292,324595,Low,Commercial,2026-07-15,2036-07-15,12.51,Default,Healthcare,483,247687,0.84,Equipment,France,TX,2035-07-15
LN004215,Borrower_4215,79813,300840,Low,Auto,2026-07-16,2036-07-16,5.91,Delinquent,Finance,513,357075,0.56,None,Canada,CA,2035-07-16
LN004216,Borrower_4216,102136,475857,Medium,Mortgage,2026-07-17,2036-07-17,5.71,Delinquent,Technology,392,458876,0.32,None,USA,NC,2035-07-17
LN004217,Borrower_4217,56631,495408,High,Mortgage,2026-07-18,2036-07-18,5.64,Default,Retail,707,253141,0.12,Real Estate,France,IL,2035-07-18
LN004218,Borrower_4218,14885,462442,Low,Auto,2026-07-19,2036-07-19,10.2,Delinquent,Retail,575,263923,0.57,Real Estate,Germany,NC,2035-07-19
LN004219,Borrower_4219,457875,103395,High,Personal,2026-07-20,2036-07-20,12.69,Current,Healthcare,333,186603,0.78,None,Canada,GA,2035-07-20
LN004220,Borrower_4220,190378,387265,Medium,Commercial,2026-07-21,2036-07-21,8.15,Delinquent,Manufacturing,544,321604,0.79,Inventory,UK,CA,2035-07-21
LN004221,Borrower_4221,333458,309872,Low,Mortgage,2026-07-22,2036-07-22,7.24,Delinquent,Finance,608,177913,0.29,None,UK,CA,2035-07-22
LN004222,Borrower_4222,332231,318545,Medium,Mortgage,2026-07-23,2036-07-23,14.67,Delinquent,Healthcare,716,240610,1.0,None,UK,IL,2035-07-23
LN004223,Borrower_4223,427381,198298,Medium,Personal,2026-07-24,2036-07-24,3.96,Current,Finance,679,347825,0.61,None,Canada,GA,2035-07-24
LN004224,Borrower_4224,457145,26103,Medium,Mortgage,2026-07-25,2036-07-25,8.58,Current,Finance,349,105050,0.4,Equipment,Germany,GA,2035-07-25
LN004225,Borrower_4225,465244,428479,Medium,Auto,2026-07-26,2036-07-26,7.61,Default,Retail,538,207794,0.45,Real Estate,France,NC,2035-07-26
LN004226,Borrower_4226,363142,258777,Low,Personal,2026-07-27,2036-07-27,3.73,Delinquent,Technology,534,402604,0.21,None,Canada,FL,2035-07-27
LN004227,Borrower_4227,54812,470837,High,Mortgage,2026-07-28,2036-07-28,5.85,Current,Technology,618,101386,0.54,Equipment,Canada,GA,2035-07-28
LN004228,Borrower_4228,186572,313188,High,Personal,2026-07-29,2036-07-29,2.86,Delinquent,Manufacturing,392,29248,0.78,Equipment,Canada,NY,2035-07-29
LN004229,Borrower_4229,477367,58730,Low,Personal,2026-07-30,2036-07-30,13.46,Delinquent,Technology,629,420349,0.47,Inventory,France,GA,2035-07-30
LN004230,Borrower_4230,325787,26825,Low,Mortgage,2026-07-31,2036-07-31,10.1,Default,Healthcare,719,429109,0.88,Real Estate,Germany,OH,2035-07-31
LN004231,Borrower_4231,49900,208328,High,Mortgage,2026-08-01,2036-08-01,12.69,Delinquent,Retail,761,149434,0.53,Inventory,Canada,GA,2035-08-01
LN004232,Borrower_4232,441162,498393,High,Mortgage,2026-08-02,2036-08-02,9.02,Current,Retail,641,250833,0.91,None,USA,NC,2035-08-02
LN004233,Borrower_4233,406067,38271,Low,Personal,2026-08-03,2036-08-03,9.99,Default,Finance,541,402322,0.73,None,France,IL,2035-08-03
LN004234,Borrower_4234,283432,78256,Medium,Auto,2026-08-04,2036-08-04,11.26,Default,Healthcare,775,130284,0.15,Real Estate,Germany,PA,2035-08-04
LN004235,Borrower_4235,77692,440948,Low,Auto,2026-08-05,2036-08-05,13.85,Delinquent,Healthcare,783,476379,0.16,None,USA,NY,2035-08-05
LN004236,Borrower_4236,465796,67433,High,Commercial,2026-08-06,2036-08-06,3.65,Delinquent,Finance,724,299601,0.82,Real Estate,Canada,CA,2035-08-06
LN004237,Borrower_4237,405584,214702,Medium,Mortgage,2026-08-07,2036-08-07,6.64,Current,Finance,526,63329,0.42,Equipment,USA,NY,2035-08-07
LN004238,Borrower_4238,352580,102999,High,Auto,2026-08-08,2036-08-08,11.36,Delinquent,Retail,454,119826,0.27,Real Estate,UK,NY,2035-08-08
LN004239,Borrower_4239,232208,233062,Medium,Commercial,2026-08-09,2036-08-09,14.48,Current,Healthcare,841,47730,0.88,Equipment,Germany,OH,2035-08-09
LN004240,Borrower_4240,51403,24572,High,Commercial,2026-08-10,2036-08-10,14.76,Delinquent,Technology,459,184375,0.98,Real Estate,Germany,TX,2035-08-10
LN004241,Borrower_4241,96170,39546,Medium,Mortgage,2026-08-11,2036-08-11,10.48,Current,Technology,510,206436,0.83,Real Estate,UK,NY,2035-08-11
LN004242,Borrower_4242,276312,409366,Low,Commercial,2026-08-12,2036-08-12,4.92,Delinquent,Retail,788,465447,0.75,Equipment,USA,NY,2035-08-12
LN004243,Borrower_4243,484713,317309,Low,Auto,2026-08-13,2036-08-13,3.99,Default,Technology,555,133555,0.1,Inventory,Germany,OH,2035-08-13
LN004244,Borrower_4244,317023,326834,Medium,Commercial,2026-08-14,2036-08-14,14.33,Current,Technology,355,184600,0.2,Equipment,Canada,IL,2035-08-14
LN004245,Borrower_4245,64871,447880,Medium,Commercial,2026-08-15,2036-08-15,7.92,Default,Healthcare,458,230018,0.7,Real Estate,UK,NY,2035-08-15
LN004246,Borrower_4246,487604,476551,Low,Auto,2026-08-16,2036-08-16,4.94,Default,Healthcare,394,462177,0.47,None,Germany,MI,2035-08-16
LN004247,Borrower_4247,496862,207271,Low,Commercial,2026-08-17,2036-08-17,14.17,Default,Manufacturing,538,67813,0.12,Inventory,Germany,PA,2035-08-17
LN004248,Borrower_4248,37174,37948,Medium,Commercial,2026-08-18,2036-08-18,3.81,Default,Healthcare,515,67930,0.77,None,France,IL,2035-08-18
LN004249,Borrower_4249,235823,431246,Medium,Personal,2026-08-19,2036-08-19,11.62,Current,Manufacturing,737,110319,0.48,Real Estate,USA,PA,2035-08-19
LN004250,Borrower_4250,228563,290151,Low,Commercial,2026-08-20,2036-08-20,10.32,Delinquent,Healthcare,445,475470,0.69,Inventory,UK,MI,2035-08-20
LN004251,Borrower_4251,142653,101819,High,Commercial,2026-08-21,2036-08-21,3.6,Default,Finance,807,224707,0.52,Inventory,Germany,GA,2035-08-21
LN004252,Borrower_4252,115155,354351,Low,Personal,2026-08-22,2036-08-22,6.73,Delinquent,Healthcare,423,197025,0.12,Real Estate,UK,GA,2035-08-22
LN004253,Borrower_4253,338997,485137,Medium,Personal,2026-08-23,2036-08-23,4.37,Current,Manufacturing,631,416479,0.67,None,Canada,TX,2035-08-23
LN004254,Borrower_4254,331190,339916,Medium,Personal,2026-08-24,2036-08-24,10.06,Delinquent,Technology,567,218605,0.81,None,France,NY,2035-08-24
LN004255,Borrower_4255,316822,23024,High,Mortgage,2026-08-25,2036-08-25,8.46,Current,Healthcare,488,105925,0.24,Real Estate,USA,NC,2035-08-25
LN004256,Borrower_4256,293793,244480,Low,Mortgage,2026-08-26,2036-08-26,2.55,Delinquent,Technology,443,20025,0.9,Inventory,USA,PA,2035-08-26
LN004257,Borrower_4257,132795,433600,Medium,Auto,2026-08-27,2036-08-27,14.7,Current,Technology,427,356378,0.26,Inventory,Canada,OH,2035-08-27
LN004258,Borrower_4258,93668,83912,Low,Commercial,2026-08-28,2036-08-28,6.87,Current,Healthcare,823,444083,0.48,Real Estate,Germany,PA,2035-08-28
LN004259,Borrower_4259,218397,256233,Medium,Auto,2026-08-29,2036-08-29,5.73,Delinquent,Healthcare,661,135548,0.57,None,France,IL,2035-08-29
LN004260,Borrower_4260,150639,234746,High,Mortgage,2026-08-30,2036-08-30,5.28,Default,Finance,371,237465,0.38,None,USA,NC,2035-08-30
LN004261,Borrower_4261,478620,412373,Low,Commercial,2026-08-31,2036-08-31,4.49,Default,Manufacturing,581,27683,0.55,None,UK,IL,2035-08-31
LN004262,Borrower_4262,357050,262139,Low,Commercial,2026-09-01,2036-09-01,14.99,Delinquent,Healthcare,723,260595,0.75,Real Estate,Canada,NC,2035-09-01
LN004263,Borrower_4263,244141,348625,High,Personal,2026-09-02,2036-09-02,6.19,Default,Technology,738,224759,0.74,Equipment,USA,TX,2035-09-02
LN004264,Borrower_4264,101019,496336,Medium,Mortgage,2026-09-03,2036-09-03,7.57,Default,Technology,458,302688,0.93,Real Estate,Germany,FL,2035-09-03
LN004265,Borrower_4265,460160,351697,Medium,Commercial,2026-09-04,2036-09-04,13.39,Current,Healthcare,550,51448,0.88,Equipment,France,NC,2035-09-04
LN004266,Borrower_4266,345146,133828,Low,Personal,2026-09-05,2036-09-05,10.52,Delinquent,Manufacturing,626,122285,0.99,None,USA,TX,2035-09-05
LN004267,Borrower_4267,33803,232749,High,Commercial,2026-09-06,2036-09-06,7.11,Default,Technology,816,135284,0.64,Real Estate,Germany,GA,2035-09-06
LN004268,Borrower_4268,154302,462328,Low,Mortgage,2026-09-07,2036-09-07,13.73,Default,Finance,637,267779,0.46,Equipment,Germany,TX,2035-09-07
LN004269,Borrower_4269,153934,485219,Low,Auto,2026-09-08,2036-09-08,11.87,Default,Technology,383,32083,0.32,None,Canada,IL,2035-09-08
LN004270,Borrower_4270,441571,103488,Medium,Auto,2026-09-09,2036-09-09,5.35,Delinquent,Manufacturing,412,386870,0.32,None,Germany,PA,2035-09-09
LN004271,Borrower_4271,429475,97741,Medium,Commercial,2026-09-10,2036-09-10,10.55,Default,Retail,668,294797,0.24,None,Canada,MI,2035-09-10
LN004272,Borrower_4272,235147,190123,Medium,Personal,2026-09-11,2036-09-11,14.03,Default,Finance,403,173363,0.75,Real Estate,UK,NC,2035-09-11
LN004273,Borrower_4273,485661,232773,Medium,Personal,2026-09-12,2036-09-12,8.71,Default,Finance,479,238969,0.69,None,Canada,PA,2035-09-12
