CustomerID,ObligorName,Country,IndustryCode,LoanAmount,InterestRate,LoanMaturityDate,RiskRating,NetSales,NetIncome,TotalAssets,TotalLiabilities
CUST004096,Company_4096,CA,5411,23349088,5.43,2036-03-19,AA,82757693,-2080376,483398872,153035144
CUST004097,Company_4097,DE,5312,42637115,7.01,2036-03-20,AAA,72560359,19335481,17415562,53566994
CUST004098,Company_4098,CA,5411,14755353,9.25,2036-03-21,AAA,11979735,3390163,147962148,14480448
CUST004099,Company_4099,UK,2361,33042532,6.99,2036-03-22,CCC,51348793,17224626,172613079,151040384
CUST004100,Company_4100,FR,551111,12332223,7.83,2036-03-23,CCC,14759517,12285989,236889708,144309283
CUST004101,Company_4101,UK,52,49356926,1.96,2036-03-24,A,47457260,16424304,321230342,128675967
CUST004102,Company_4102,US,2361,3912806,7.2,2036-03-25,AAA,79357859,17798772,299261251,93532815
CUST004103,Company_4103,DE,551111,38796741,3.72,2036-03-26,CCC,7507144,17419402,251045554,131695997
CUST004104,Company_4104,FR,5411,6932316,2.01,2036-03-27,B,86982585,2807399,12048941,46203874
CUST004105,Company_4105,UK,2361,25429130,5.33,2036-03-28,B,74281602,-1294144,175402327,108041309
CUST004106,Company_4106,US,2361,38320280,3.06,2036-03-29,AAA,19072840,17251574,399360060,166408830
CUST004107,Company_4107,DE,551111,20396743,9.19,2036-03-30,A,40053479,-3234935,138971940,242842584
CUST004108,Company_4108,DE,52,43027071,6.78,2036-03-31,AA,86691639,12172769,152773271,218378060
CUST004109,Company_4109,US,2361,9876751,9.98,2036-04-01,AA,71407599,-2049790,460992595,10286344
CUST004110,Company_4110,US,5411,37831231,3.61,2036-04-02,BBB,95284872,1475505,168100111,234351927
CUST004111,Company_4111,UK,5411,4460232,3.31,2036-04-03,BB,36566794,15950466,497320775,174368045
CUST004112,Company_4112,UK,2361,11092783,2.34,2036-04-04,BBB,26861844,8502830,21591562,192658976
CUST004113,Company_4113,DE,2361,34687769,6.05,2036-04-05,AA,83995356,3342659,311724959,195447582
CUST004114,Company_4114,UK,2361,24008802,4.38,2036-04-06,CCC,76172261,14396979,190975261,30973539
CUST004115,Company_4115,DE,551111,39600317,5.89,2036-04-07,AA,78669041,11873250,54242490,134039949
CUST004116,Company_4116,CA,5411,37339985,2.07,2036-04-08,AAA,52162063,13430756,373091262,70412977
CUST004117,Company_4117,DE,52,39106254,7.8,2036-04-09,CCC,57001175,-2066566,427063171,258308617
CUST004118,Company_4118,FR,2361,31367341,9.13,2036-04-10,BBB,38448660,6014491,89827221,55098886
CUST004119,Company_4119,FR,5411,7086788,7.34,2036-04-11,AA,85506947,16011838,86294078,281978752
CUST004120,Company_4120,DE,52,21506547,8.81,2036-04-12,AA,86540860,7037771,499262115,41126274
CUST004121,Company_4121,CA,551111,11157462,9.87,2036-04-13,AAA,70271530,15679490,173112117,282569343
CUST004122,Company_4122,DE,2361,5979854,9.54,2036-04-14,AAA,76150723,13745353,499005835,64717095
CUST004123,Company_4123,FR,2361,35533289,6.91,2036-04-15,A,17736450,8009543,145052130,115332274
CUST004124,Company_4124,UK,52,31847201,9.96,2036-04-16,A,48150312,-3825109,301806634,216634885
CUST004125,Company_4125,UK,551111,44673410,2.39,2036-04-17,BB,27913164,17030445,349751734,51410042
CUST004126,Company_4126,FR,5312,1142056,9.43,2036-04-18,CCC,17041288,10206146,218873028,234269132
CUST004127,Company_4127,DE,52,8457741,8.61,2036-04-19,BB,25855197,-2072452,456595476,120075498
CUST004128,Company_4128,UK,5312,43581246,3.6,2036-04-20,AA,43709968,19373529,150002099,262412180
CUST004129,Company_4129,UK,5312,27757602,6.14,2036-04-21,A,88739194,19220003,489475875,12885525
CUST004130,Company_4130,UK,5312,8361776,4.49,2036-04-22,B,67537940,-1076244,406642816,55409338
CUST004131,Company_4131,FR,52,29353910,4.08,2036-04-23,AA,50586091,7239647,300095602,68415323
CUST004132,Company_4132,CA,5411,39061127,7.85,2036-04-24,AA,48078470,3330134,388959254,294922616
CUST004133,Company_4133,US,52,26157990,5.62,2036-04-25,CCC,62317920,4412451,110674067,55740605
CUST004134,Company_4134,US,551111,39216308,6.89,2036-04-26,CCC,97942354,9194488,88868944,207228096
CUST004135,Company_4135,UK,551111,43395342,1.85,2036-04-27,BBB,70496054,16249106,415574141,192751914
CUST004136,Company_4136,CA,52,43080668,6.82,2036-04-28,AA,15093291,17942581,132389203,282265100
CUST004137,Company_4137,CA,52,16580529,3.59,2036-04-29,A,88950254,-105971,167750563,155271991
CUST004138,Company_4138,CA,52,10112890,2.97,2036-04-30,A,24816234,4677610,271258499,151236039
CUST004139,Company_4139,US,2361,14156853,4.43,2036-05-01,CCC,53447871,2433441,234472376,24778074
CUST004140,Company_4140,FR,551111,39184758,5.37,2036-05-02,AA,56729962,9990214,61617485,65335051
CUST004141,Company_4141,UK,2361,17191845,1.69,2036-05-03,B,87143266,-4794308,450674485,247602999
CUST004142,Company_4142,DE,2361,33305682,4.14,2036-05-04,CCC,34646249,14150720,320764747,126552981
CUST004143,Company_4143,CA,5312,17358804,4.73,2036-05-05,BBB,55795812,2758849,437710017,296450140
CUST004144,Company_4144,UK,551111,39593200,4.88,2036-05-06,CCC,78199255,2126460,93939334,126345862
CUST004145,Company_4145,CA,551111,26236695,6.38,2036-05-07,A,47047781,-382464,33166696,125154302
CUST004146,Company_4146,DE,551111,10344611,5.54,2036-05-08,A,51047734,-851267,304007024,299912918
CUST004147,Company_4147,CA,52,7923654,1.97,2036-05-09,AA,80164003,10702149,67785866,91974394
CUST004148,Company_4148,FR,2361,22234982,5.2,2036-05-10,AAA,87214739,14811014,364471681,286115037
CUST004149,Company_4149,UK,5312,15794369,7.16,2036-05-11,AAA,87002788,11080825,38995779,196538901
CUST004150,Company_4150,FR,551111,45368423,5.14,2036-05-12,AAA,55156217,5730511,204176473,147733815
CUST004151,Company_4151,DE,5312,3481072,7.17,2036-05-13,A,39742250,7890882,108578324,36145273
CUST004152,Company_4152,DE,52,43190187,8.24,2036-05-14,A,65555483,14842548,75174156,94409157
CUST004153,Company_4153,UK,551111,47995063,9.54,2036-05-15,A,78904686,9245885,136223787,272834847
CUST004154,Company_4154,CA,551111,43037652,7.25,2036-05-16,A,54439505,19929417,108229730,18377308
CUST004155,Company_4155,UK,551111,17931654,7.74,2036-05-17,BB,62054398,5268638,97315395,8264470
CUST004156,Company_4156,CA,551111,49408735,8.31,2036-05-18,BB,38308961,16326389,185365102,71752014
CUST004157,Company_4157,UK,5411,30468911,2.07,2036-05-19,AAA,5912032,1057624,130973416,287514047
CUST004158,Company_4158,UK,52,29515314,8.75,2036-05-20,BB,99800723,-4573220,83942081,233915875
CUST004159,Company_4159,US,5411,34624113,7.04,2036-05-21,AAA,35163302,255785,92837943,189688598
CUST004160,Company_4160,CA,52,28500649,2.43,2036-05-22,BB,94191065,5861119,294221222,163067260
CUST004161,Company_4161,US,2361,39885211,6.68,2036-05-23,A,70556883,10814364,64169177,205879989
CUST004162,Company_4162,UK,5411,24233748,7.61,2036-05-24,BBB,56608606,14955148,227743760,166950651
CUST004163,Company_4163,FR,551111,36132968,8.17,2036-05-25,BBB,11037146,-123296,201110175,287638886
CUST004164,Company_4164,CA,2361,37804974,8.05,2036-05-26,BBB,34696551,5330163,294466969,171684628
CUST004165,Company_4165,FR,2361,1063999,6.76,2036-05-27,A,86417988,1490169,338431385,278162294
CUST004166,Company_4166,FR,5312,25150456,6.61,2036-05-28,AAA,13082210,19202366,174417955,128621442
CUST004167,Company_4167,CA,5312,1313800,7.28,2036-05-29,BB,94218356,-582874,67319614,84204141
CUST004168,Company_4168,CA,5411,22964300,8.58,2036-05-30,BBB,33227962,12414905,315891103,88580837
CUST004169,Company_4169,US,52,16527373,8.66,2036-05-31,AA,81546036,4212157,394540988,27067163
CUST004170,Company_4170,US,52,33818032,5.89,2036-06-01,B,12120695,11261798,416207825,35889082
CUST004171,Company_4171,DE,52,24050941,6.55,2036-06-02,AAA,37370014,6748693,475348139,114240760
CUST004172,Company_4172,DE,52,15761705,4.01,2036-06-03,CCC,51401924,-2476919,488125911,36957540
CUST004173,Company_4173,DE,52,2806342,2.05,2036-06-04,BBB,68049945,9427793,448522957,20876501
CUST004174,Company_4174,FR,5312,35126513,2.73,2036-06-05,BBB,87541472,16796874,315206381,210425658
CUST004175,Company_4175,UK,2361,32712550,3.03,2036-06-06,CCC,8036824,8992425,62449636,69725766
CUST004176,Company_4176,DE,551111,32154758,5.41,2036-06-07,B,39494813,6358021,202256822,44611510
CUST004177,Company_4177,DE,5411,28429860,5.64,2036-06-08,B,43700501,14598668,154193826,67819737
CUST004178,Company_4178,US,2361,12153761,8.51,2036-06-09,BB,47525852,2963285,434570798,157179956
CUST004179,Company_4179,DE,2361,24157946,9.13,2036-06-10,BBB,33006255,15995099,178576269,108076922
CUST004180,Company_4180,UK,551111,27008401,2.46,2036-06-11,BB,90165145,774524,253738395,138030344
CUST004181,Company_4181,FR,52,27023618,8.81,2036-06-12,BBB,66582525,4145999,397277438,291984539
CUST004182,Company_4182,UK,52,46635944,8.12,2036-06-13,AAA,75497202,6536571,414323309,250116877
CUST004183,Company_4183,CA,52,4365266,3.76,2036-06-14,AAA,49568803,15701583,496544878,193789925
CUST004184,Company_4184,US,5411,21093030,9.3,2036-06-15,CCC,57240976,-537174,278595039,103521864
CUST004185,Company_4185,CA,551111,43441499,2.51,2036-06-16,BB,57188873,-2145400,472027597,68414689
CUST004186,Company_4186,US,5312,2702457,7.21,2036-06-17,CCC,77376736,13278217,392093173,219683803
CUST004187,Company_4187,US,551111,43806116,6.11,2036-06-18,CCC,36181682,-4050107,62136046,43496746
CUST004188,Company_4188,US,5312,37858029,7.44,2036-06-19,A,32961077,8314485,234876088,155986291
CUST004189,Company_4189,CA,551111,2147079,6.47,2036-06-20,A,84054517,6418011,412485871,219623603
CUST004190,Company_4190,DE,551111,33476079,7.19,2036-06-21,BBB,74207180,7574910,316744251,193974901
CUST004191,Company_4191,FR,5411,33243653,8.09,2036-06-22,B,40026239,13173239,362575195,210766813
CUST004192,Company_4192,DE,2361,3410725,9.42,2036-06-23,B,93602515,19502631,450210341,67779500
CUST004193,Company_4193,US,5411,17117920,2.92,2036-06-24,AAA,84241224,12417562,157312786,230165580
CUST004194,Company_4194,FR,52,1616993,4.74,2036-06-25,AAA,54212849,7881691,84111735,250618206
CUST004195,Company_4195,CA,5411,20352503,4.32,2036-06-26,AAA,31255213,5866728,30427582,146692948
CUST004196,Company_4196,FR,5312,12021968,5.69,2036-06-27,BBB,13607510,8518889,55227783,263152468
CUST004197,Company_4197,US,52,12386677,6.35,2036-06-28,B,93057419,9284233,273702903,53594788
CUST004198,Company_4198,FR,52,13426050,9.59,2036-06-29,AAA,59258672,16976684,215753387,256124968
CUST004199,Company_4199,DE,5312,32047896,7.08,2036-06-30,AA,49630987,-1672811,139337966,296061496
CUST004200,Company_4200,US,5312,44493861,9.46,2036-07-01,AAA,21198453,164312,460094391,182382413
CUST004201,Company_4201,DE,52,31197484,6.68,2036-07-02,CCC,62575866,16795040,291069076,284820099
CUST004202,Company_4202,DE,2361,45585686,4.25,2036-07-03,CCC,63456138,11143891,417635504,201407417
CUST004203,Company_4203,US,52,38507418,7.85,2036-07-04,AAA,28085083,4812032,319553496,168786686
CUST004204,Company_4204,CA,5411,10368760,5.2,2036-07-05,BB,81202804,16068284,247546089,119059918
CUST004205,Company_4205,FR,5411,17759683,9.49,2036-07-06,AAA,16074889,7687935,276511407,35587854
CUST004206,Company_4206,FR,52,15257373,4.69,2036-07-07,B,49105207,5116871,318954489,250846498
CUST004207,Company_4207,CA,52,22904876,9.12,2036-07-08,CCC,7184502,13003105,320603706,279855000
CUST004208,Company_4208,FR,52,28918762,1.69,2036-07-09,CCC,28428414,3718436,296290703,295036289
CUST004209,Company_4209,US,5411,14663318,6.19,2036-07-10,AAA,78252202,8003085,56354829,156496638
CUST004210,Company_4210,US,5312,33310594,4.77,2036-07-11,AAA,32275325,13137199,297412907,109044482
CUST004211,Company_4211,DE,52,29982896,8.92,2036-07-12,B,34602442,13924893,121561623,6259656
CUST004212,Company_4212,FR,2361,47355960,7.74,2036-07-13,B,5572656,15675990,315186026,57184651
CUST004213,Company_4213,FR,2361,15473104,9.67,2036-07-14,AAA,94981982,1202734,489621749,118794304
CUST004214,Company_4214,CA,52,10871533,7.98,2036-07-15,B,48495126,1387774,161027227,113961573
CUST004215,Company_4215,US,5312,23122653,5.07,2036-07-16,AAA,34887489,-4940277,419106536,73161313
CUST004216,Company_4216,CA,5411,6865818,3.4,2036-07-17,AA,57658682,-862499,232368460,170948754
CUST004217,Company_4217,UK,5312,28081326,7.51,2036-07-18,AA,77161829,4163160,465196687,170970753
CUST004218,Company_4218,FR,5312,4212650,6.33,2036-07-19,AA,13422357,-758051,470032301,102845052
CUST004219,Company_4219,CA,2361,48741948,6.1,2036-07-20,BBB,23435170,4836191,302538000,104532178
CUST004220,Company_4220,FR,2361,22449200,5.16,2036-07-21,A,98662198,13636048,124328548,175844987
CUST004221,Company_4221,US,2361,9785432,8.84,2036-07-22,BBB,82486431,4001813,32836068,104711305
CUST004222,Company_4222,US,551111,41151168,9.73,2036-07-23,A,90546897,14024781,27974515,143364121
CUST004223,Company_4223,CA,52,7180351,3.73,2036-07-24,BB,19834005,5532491,99125021,102254355
CUST004224,Company_4224,FR,52,22463657,2.7,2036-07-25,AAA,7183956,4249887,332932746,129145645
CUST004225,Company_4225,FR,2361,31246024,6.79,2036-07-26,BBB,60485934,11962913,278997462,125278141
CUST004226,Company_4226,FR,5411,37580618,5.35,2036-07-27,B,80813961,11381624,264517968,248072129
CUST004227,Company_4227,US,5411,30163185,3.04,2036-07-28,CCC,78695455,7856919,86579991,8552417
CUST004228,Company_4228,FR,5312,19730769,4.22,2036-07-29,AA,45361389,10338387,491102950,157061697
CUST004229,Company_4229,FR,2361,24053248,7.52,2036-07-30,AAA,43342469,7350030,164294805,160615850
CUST004230,Company_4230,US,52,30297955,6.3,2036-07-31,B,84295356,-1710179,193012685,96640665
CUST004231,Company_4231,FR,52,21856113,8.15,2036-08-01,BB,80328816,11013437,19431644,99675209
CUST004232,Company_4232,CA,5411,15236756,9.78,2036-08-02,AA,85540594,3944088,231350002,255412341
CUST004233,Company_4233,DE,5411,4565861,6.49,2036-08-03,BB,21313103,17195228,165986186,136063014
CUST004234,Company_4234,US,2361,12424812,5.32,2036-08-04,BB,65526070,-2383160,459590909,33422433
CUST004235,Company_4235,DE,52,44257903,5.97,2036-08-05,B,54236124,15956681,485864971,120166370
CUST004236,Company_4236,US,551111,20504433,5.25,2036-08-06,BB,56083069,14659954,299583613,209343614
CUST004237,Company_4237,DE,5411,36808710,7.75,2036-08-07,BB,45994537,16340350,407611635,226553107
CUST004238,Company_4238,UK,5312,41767860,5.27,2036-08-08,BB,99250113,645779,243262024,294404191
CUST004239,Company_4239,US,2361,44549961,3.89,2036-08-09,AA,23683617,-3373323,332428369,107113292
CUST004240,Company_4240,FR,5312,41285468,2.27,2036-08-10,AA,73464680,-3101530,106143123,105769292
CUST004241,Company_4241,FR,5312,44706500,5.25,2036-08-11,A,61526784,10948740,284495115,156604964
CUST004242,Company_4242,CA,2361,27867970,2.81,2036-08-12,CCC,59731270,19847906,203412765,213343574
CUST004243,Company_4243,UK,551111,21899203,7.09,2036-08-13,AAA,79955656,6082765,92713706,27707192
CUST004244,Company_4244,DE,2361,47584277,8.53,2036-08-14,CCC,32096124,3704389,471087328,219262744
CUST004245,Company_4245,DE,5312,5193600,3.31,2036-08-15,A,37874188,18018707,20414875,81947180
CUST004246,Company_4246,UK,5312,8492171,1.93,2036-08-16,B,85494046,11310656,170621590,133382845
CUST004247,Company_4247,DE,2361,26949377,6.13,2036-08-17,BBB,71629261,13208118,476248743,239088731
CUST004248,Company_4248,FR,551111,7236108,5.9,2036-08-18,AAA,36473392,19117102,150707633,292856361
CUST004249,Company_4249,US,52,1604249,9.63,2036-08-19,BB,83874527,-2558953,481324497,57620397
CUST004250,Company_4250,CA,52,18427328,8.06,2036-08-20,A,70867132,8900613,386506189,59891400
CUST004251,Company_4251,DE,5312,32163542,1.88,2036-08-21,BB,33024151,14103066,490153277,146541910
CUST004252,Company_4252,CA,551111,22021012,3.79,2036-08-22,AA,39718313,8696895,223157179,295989283
CUST004253,Company_4253,FR,551111,44882698,8.15,2036-08-23,AA,34490105,17650029,16802750,117005225
CUST004254,Company_4254,US,5411,10382565,9.36,2036-08-24,CCC,38399661,-516329,256910490,174873808
CUST004255,Company_4255,CA,52,4628154,6.22,2036-08-25,A,85809797,-1941853,171740136,197752256
CUST004256,Company_4256,UK,2361,21615620,6.48,2036-08-26,B,18957467,3498158,480099238,168563734
CUST004257,Company_4257,CA,5411,18262580,4.76,2036-08-27,AAA,34135811,15541261,30248337,121320747
CUST004258,Company_4258,FR,52,30363794,4.28,2036-08-28,AAA,67013695,11714241,122369075,34634485
CUST004259,Company_4259,US,5312,45856328,3.18,2036-08-29,BB,43069697,19097745,174941316,66367113
CUST004260,Company_4260,UK,5312,47065686,8.97,2036-08-30,B,25265270,-1367342,352983481,140834335
CUST004261,Company_4261,FR,551111,27985818,5.59,2036-08-31,AA,93667337,5322824,84919283,174121637
CUST004262,Company_4262,FR,5411,5908684,9.06,2036-09-01,BBB,35047677,-715928,489291580,177963502
CUST004263,Company_4263,US,2361,20789616,6.26,2036-09-02,A,25465880,19465450,370881528,262494288
CUST004264,Company_4264,US,5411,5250503,5.56,2036-09-03,BBB,76470643,-2773013,53246531,217926019
CUST004265,Company_4265,UK,5411,8033312,8.69,2036-09-04,AA,79224993,18291123,108813291,108568388
CUST004266,Company_4266,FR,52,20166363,3.56,2036-09-05,A,32575537,5307865,463308520,120298414
CUST004267,Company_4267,UK,5312,13200715,5.52,2036-09-06,A,60446293,16463429,93865530,175953499
CUST004268,Company_4268,FR,2361,44146828,8.44,2036-09-07,AAA,12240840,9813544,313791508,279122946
CUST004269,Company_4269,UK,5411,13207103,3.41,2036-09-08,B,89029617,4282789,296114534,8870287
CUST004270,Company_4270,UK,52,3923848,2.43,2036-09-09,BBB,82094335,3553338,154682965,40274137
CUST004271,Company_4271,DE,551111,37059537,3.73,2036-09-10,BBB,81439485,4335730,38307033,69480900
CUST004272,Company_4272,DE,5411,26996938,2.35,2036-09-11,AAA,69183049,-2270835,383840399,176715660
CUST004273,Company_4273,CA,551111,36913127,1.59,2036-09-12,A,24293670,16943398,308653229,69431835
CUST004274,Company_4274,UK,551111,47710205,5.11,2036-09-13,AA,39488874,6971438,161178313,10810012
CUST004275,Company_4275,DE,5312,23751883,2.85,2036-09-14,B,50486049,11800968,106108508,245266319
CUST004276,Company_4276,UK,52,21468874,2.3,2036-09-15,AAA,14165449,12792626,181262549,20070752
CUST004277,Company_4277,UK,2361,20096602,3.51,2036-09-16,BB,96850459,6646972,488923856,132057821
CUST004278,Company_4278,CA,551111,18144502,2.58,2036-09-17,B,32318108,-1583349,177428371,171498244
CUST004279,Company_4279,FR,52,22868581,4.7,2036-09-18,BBB,71835850,12991360,397453103,156327183
CUST004280,Company_4280,US,5411,10268932,3.67,2036-09-19,AA,63214297,7830134,206791937,47154250
CUST004281,Company_4281,CA,52,13660999,2.99,2036-09-20,AA,41856542,10598322,156190492,138682396
CUST004282,Company_4282,UK,551111,8197578,9.98,2036-09-21,AAA,45027146,-433391,18195188,118529469
CUST004283,Company_4283,DE,5312,7090859,7.46,2036-09-22,A,83958718,19055738,187223097,6133016
CUST004284,Company_4284,UK,2361,43642624,4.66,2036-09-23,AAA,80809659,11729778,492386261,293676961
CUST004285,Company_4285,CA,5312,46212859,4.7,2036-09-24,A,10455513,171420,419114995,238163019
CUST004286,Company_4286,DE,52,8647033,2.64,2036-09-25,BB,68252367,9963549,298777900,46602457
CUST004287,Company_4287,UK,551111,29319331,4.54,2036-09-26,AAA,83560575,-3934588,208279880,81716501
CUST004288,Company_4288,CA,551111,17559215,3.68,2036-09-27,AAA,63632831,-1337898,229367589,216938914
CUST004289,Company_4289,US,5411,42660548,6.8,2036-09-28,B,81139993,-779280,263362828,286442006
CUST004290,Company_4290,UK,5411,19194972,4.08,2036-09-29,B,79144830,-1448498,87484843,172503459
CUST004291,Company_4291,DE,551111,13430640,5.15,2036-09-30,AA,78076266,19252040,10979926,158405482
CUST004292,Company_4292,CA,2361,7969492,9.99,2036-10-01,B,54950209,19501577,188617055,114254874
CUST004293,Company_4293,CA,5312,35383224,8.24,2036-10-02,AAA,9131245,6149059,249062386,12869618
CUST004294,Company_4294,FR,52,9483085,4.54,2036-10-03,BBB,41609604,10250977,470662375,296284412
CUST004295,Company_4295,US,551111,34695518,8.46,2036-10-04,A,47218176,-3453227,457759831,256160190
CUST004296,Company_4296,UK,5312,43531425,8.7,2036-10-05,BB,7116835,4580591,461834442,137187920
CUST004297,Company_4297,UK,5411,47678853,5.6,2036-10-06,BBB,48016524,-1178367,44864227,234539036
CUST004298,Company_4298,CA,2361,14001812,5.49,2036-10-07,AAA,35292437,11875063,127363862,284824526
CUST004299,Company_4299,US,5312,33763226,9.22,2036-10-08,AAA,48706719,16469154,464625251,82351582
CUST004300,Company_4300,FR,5312,23203715,4.85,2036-10-09,BBB,23687824,-4588237,135220878,41063982
CUST004301,Company_4301,US,52,30912025,8.21,2036-10-10,A,88948633,1070422,160646788,229392627
CUST004302,Company_4302,FR,5411,4340037,5.6,2036-10-11,CCC,13276038,1610982,302577347,286794823
CUST004303,Company_4303,FR,5411,1500982,5.68,2036-10-12,CCC,14148798,-1769501,209040587,32659519
CUST004304,Company_4304,UK,2361,43954065,9.57,2036-10-13,AA,73596364,17698026,422210899,248736998
CUST004305,Company_4305,UK,52,18212779,5.55,2036-10-14,BB,17511920,8818545,457983264,136637992
CUST004306,Company_4306,FR,5312,13233972,2.07,2036-10-15,B,28670041,14262644,52264026,251205169
CUST004307,Company_4307,DE,52,49794112,7.84,2036-10-16,AA,36399940,5995786,220780927,204149701
CUST004308,Company_4308,FR,2361,42715669,5.31,2036-10-17,AA,38608842,12631660,28193013,83229013
CUST004309,Company_4309,UK,2361,38085208,2.22,2036-10-18,AAA,16270641,4734877,202365186,89963783
CUST004310,Company_4310,DE,5312,6195309,6.9,2036-10-19,BB,31421987,17954267,108223751,206527812
CUST004311,Company_4311,UK,5312,25514478,3.59,2036-10-20,A,93965034,10378851,160462064,89478740
CUST004312,Company_4312,DE,52,18525788,2.96,2036-10-21,CCC,69078044,8228142,128454587,212091826
CUST004313,Company_4313,CA,52,16823254,2.13,2036-10-22,B,23595886,11217745,450128184,16199695
CUST004314,Company_4314,UK,2361,11134449,3.59,2036-10-23,BBB,53674343,7878282,413722973,19684360
CUST004315,Company_4315,CA,52,35182090,1.83,2036-10-24,AA,60161051,3791207,159170458,69162797
CUST004316,Company_4316,FR,5312,10564390,4.06,2036-10-25,AAA,80667484,2788939,112382773,126298423
CUST004317,Company_4317,DE,5411,15864891,5.52,2036-10-26,A,17940625,7953247,318517225,79362760
CUST004318,Company_4318,DE,5411,4206192,9.1,2036-10-27,AA,83172135,17221031,196927050,177224755
CUST004319,Company_4319,DE,2361,9359183,6.16,2036-10-28,AAA,70840716,14493167,329530353,167926696
CUST004320,Company_4320,US,5411,33852757,6.75,2036-10-29,AAA,58596013,16052926,98724919,206885803
CUST004321,Company_4321,DE,52,30337469,8.53,2036-10-30,AA,52910370,16873697,265561022,280118575
CUST004322,Company_4322,US,52,16837992,3.93,2036-10-31,B,33359547,6284106,477106929,216008741
CUST004323,Company_4323,US,2361,3303395,4.0,2036-11-01,A,46873506,18312252,240181154,27765046
CUST004324,Company_4324,UK,5411,44307452,3.63,2036-11-02,BBB,96613876,9751482,316452519,49896326
CUST004325,Company_4325,FR,551111,17943135,7.91,2036-11-03,BB,73817877,-251500,114913973,64297302
CUST004326,Company_4326,CA,551111,29885614,3.0,2036-11-04,A,21246407,10787218,332843167,28683360
CUST004327,Company_4327,FR,5312,27315355,6.18,2036-11-05,B,45787774,2930935,92838321,147049090
CUST004328,Company_4328,FR,2361,33025032,8.08,2036-11-06,CCC,11646337,19803870,258452967,60811305
CUST004329,Company_4329,CA,5312,23653895,9.7,2036-11-07,BBB,56212794,9821921,307690932,154244657
CUST004330,Company_4330,US,5411,27574844,3.14,2036-11-08,AA,30753220,-2525055,415180556,298466416
CUST004331,Company_4331,FR,2361,23885097,1.9,2036-11-09,CCC,88647886,2597906,212608063,193047582
CUST004332,Company_4332,DE,5411,5416498,8.57,2036-11-10,B,6187382,4112362,195566692,258700521
CUST004333,Company_4333,DE,5312,39183113,8.31,2036-11-11,AAA,50769210,16008459,216082236,41617315
CUST004334,Company_4334,FR,2361,17726576,1.89,2036-11-12,BB,78913637,-464158,58047965,10878537
CUST004335,Company_4335,FR,5411,25369114,6.48,2036-11-13,AA,16047823,8138781,180442064,149001337
CUST004336,Company_4336,US,2361,17770835,4.14,2036-11-14,BB,44608682,649392,214129732,163849020
CUST004337,Company_4337,FR,5411,33593727,7.9,2036-11-15,AAA,9158014,687465,20416968,53228044
CUST004338,Company_4338,FR,52,40202289,6.12,2036-11-16,CCC,77608149,4539262,390515093,251486081
CUST004339,Company_4339,CA,551111,3088677,5.43,2036-11-17,AA,77829468,1589765,497137833,290596969
CUST004340,Company_4340,FR,5312,39843745,9.87,2036-11-18,CCC,72031025,13373816,472412338,74388629
CUST004341,Company_4341,CA,5312,12314502,5.26,2036-11-19,BB,81011335,12116342,43699234,48961183
CUST004342,Company_4342,UK,52,45083878,6.57,2036-11-20,AA,12579898,15792707,457690216,112142850
CUST004343,Company_4343,DE,551111,24873899,1.76,2036-11-21,AA,47289345,-3655668,288103430,16247468
CUST004344,Company_4344,DE,5411,40982734,2.81,2036-11-22,BB,49082007,7846304,19256100,75162300
CUST004345,Company_4345,US,551111,49759549,7.01,2036-11-23,BB,47973758,12788165,319103343,122688762
CUST004346,Company_4346,FR,52,3794762,6.55,2036-11-24,A,8100517,13170970,100712638,172025740
CUST004347,Company_4347,CA,5411,48860898,1.78,2036-11-25,AA,13762410,11490046,172131068,170480033
CUST004348,Company_4348,FR,2361,24996619,6.37,2036-11-26,AAA,22972172,16633555,356872695,13219856
CUST004349,Company_4349,FR,2361,17608370,8.64,2036-11-27,BB,26661583,10270814,439735759,158760206
CUST004350,Company_4350,US,52,16624121,7.5,2036-11-28,AAA,52209005,4078054,357067819,247455792
CUST004351,Company_4351,CA,551111,8002113,6.87,2036-11-29,A,61743077,17888447,455871317,207324564
CUST004352,Company_4352,UK,2361,36374766,4.69,2036-11-30,AAA,85402225,6697295,368050610,245682601
CUST004353,Company_4353,CA,52,22052946,1.95,2036-12-01,BBB,81114037,-4374670,398705050,13138697
CUST004354,Company_4354,US,52,30537993,1.98,2036-12-02,B,36210615,14529379,423458370,265417411
CUST004355,Company_4355,CA,5312,19509411,4.97,2036-12-03,B,90443903,16958073,397923113,45077960
CUST004356,Company_4356,FR,52,46593368,8.04,2036-12-04,CCC,71373052,178172,477211959,128846274
CUST004357,Company_4357,FR,52,38128269,2.8,2036-12-05,BB,80229082,15228859,364127142,219618041
CUST004358,Company_4358,UK,5312,48504726,8.78,2036-12-06,AA,97277555,4943914,486253993,55731691
CUST004359,Company_4359,CA,5312,29958131,9.38,2036-12-07,B,52104242,1074371,155174691,140172454
CUST004360,Company_4360,CA,5411,31122655,7.63,2036-12-08,AA,35205006,5781350,298320244,42420973
CUST004361,Company_4361,UK,5312,49730668,9.11,2036-12-09,B,20964733,4634348,98372679,226000701
CUST004362,Company_4362,DE,5312,42237411,8.87,2036-12-10,CCC,44278459,12396060,328832279,270857010
CUST004363,Company_4363,FR,52,5566481,1.84,2036-12-11,BB,44224889,-3934396,112513397,32150971
